Source,File,Bytes,Lines,RootNodeCount,DistinctNodeTypes,HasLairNodes,HasFactionWarNodes
Base,GameLite/GameData/QuestNodePrototypes/EQ139.cfg,52593,1661,57,18,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ139_Audio.cfg,1968,59,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ139_C02.cfg,2044,66,4,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ139_C1.cfg,57283,1742,62,23,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ139_P.cfg,63648,2079,57,12,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ13_P.cfg,44122,1662,52,15,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ14.cfg,127446,4559,130,21,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ140.cfg,128026,3754,72,25,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ140_C01.cfg,22065,684,21,13,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ140_C02.cfg,12543,429,21,12,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ140_P.cfg,23397,723,33,16,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ141.cfg,26079,841,28,16,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ141_P.cfg,13646,426,21,14,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ141_VFX.cfg,2346,72,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ143.cfg,8355,278,15,11,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ143_P.cfg,19104,590,26,13,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ144.cfg,34149,1092,46,15,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ144_P.cfg,26914,859,40,13,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ145.cfg,122444,3703,126,27,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ145_P.cfg,39523,1224,45,15,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ146.cfg,64246,2310,84,23,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ146_P.cfg,18293,568,20,10,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ148.cfg,86004,2738,98,27,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ148_C01.cfg,5115,158,7,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ148_P.cfg,44426,1476,54,16,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ14_P.cfg,55793,1840,59,23,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ150.cfg,43008,1322,56,20,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ150_Audio.cfg,5809,182,8,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ150_P.cfg,11880,430,20,13,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ151.cfg,29101,906,32,13,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ151_P.cfg,7689,240,10,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ152.cfg,64428,2323,69,15,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ152_P.cfg,20607,680,23,11,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ154.cfg,52742,1653,59,15,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ154_P.cfg,66345,2045,69,13,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ155.cfg,64094,2249,90,23,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ155_P.cfg,23574,741,37,18,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ156.cfg,125260,4391,147,28,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ156_P.cfg,23181,703,30,15,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ16.cfg,55721,1779,60,23,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ161.cfg,34641,1113,44,19,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ161_P.cfg,16057,492,22,12,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ162.cfg,74978,2426,66,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ162_P.cfg,26974,824,31,14,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ163.cfg,67023,2103,75,22,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ163_Audio.cfg,2408,72,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ163_P.cfg,8078,252,13,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ164.cfg,50848,1832,68,20,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ164_C01.cfg,6994,215,8,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ164_P.cfg,27359,893,33,18,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ165.cfg,246571,8572,257,31,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ165_P.cfg,9745,310,16,9,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ166.cfg,102213,3139,126,21,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ166_Audio.cfg,2367,72,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ166_P.cfg,31723,1147,48,22,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ167.cfg,4679,149,8,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ167_P.cfg,5560,180,10,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ16_P.cfg,45327,1645,63,19,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ20.cfg,30185,930,43,21,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ20_Audio.cfg,2144,68,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ20_P.cfg,12717,413,21,16,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ20_VFX.cfg,2303,72,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ26.cfg,40929,1278,62,25,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ26_P.cfg,24224,733,34,13,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ27.cfg,3421,118,7,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ29.cfg,76946,2328,81,23,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ29_P.cfg,6041,195,12,9,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ30.cfg,5802,187,12,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ30_P.cfg,8659,281,13,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ32.cfg,58968,2195,71,19,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ32_Audio.cfg,12119,362,15,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ32_P.cfg,11250,366,16,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ33.cfg,82411,2627,89,13,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ33_P.cfg,34242,1120,37,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ35.cfg,282463,10044,297,30,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ35_C1.cfg,30560,1011,20,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ35_P.cfg,32503,1175,55,18,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ36.cfg,75662,2751,94,24,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ36_P.cfg,19343,646,23,16,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ37.cfg,51937,1907,63,19,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ37_P.cfg,33383,1215,45,21,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ38.cfg,39641,1130,18,10,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ38_P.cfg,98061,3217,129,27,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ43.cfg,56915,2154,71,22,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ43_C01.cfg,1862,61,3,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ43_P.cfg,26089,984,34,15,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ48.cfg,9321,350,17,10,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ48_P.cfg,2272,80,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ50.cfg,160310,5699,177,26,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ50_C01.cfg,5045,153,10,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ50_P.cfg,103161,3758,109,22,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ51.cfg,77626,2793,105,27,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ51_Audio.cfg,2287,73,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ51_P.cfg,59831,2114,81,25,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ52.cfg,179427,6393,191,27,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ52_C01.cfg,4944,151,6,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ52_P.cfg,47580,1713,68,26,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ54.cfg,163214,5676,157,22,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ54_C01.cfg,8969,277,16,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ54_C02.cfg,1593,54,4,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ54_C3.cfg,5497,175,9,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ54_P.cfg,26278,796,31,13,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ55.cfg,134317,4656,88,14,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ55_Audio.cfg,1426,46,3,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ55_P.cfg,99203,3596,108,20,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ57.cfg,218389,8014,262,30,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ57_C01.cfg,1132,38,3,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ57_C02.cfg,1132,38,3,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ57_P.cfg,60863,1899,69,24,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ58.cfg,70591,2169,86,22,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ58_Audio.cfg,2871,88,6,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ58_C01.cfg,2476,77,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ58_P.cfg,4289,142,7,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ60.cfg,156396,5519,157,26,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ60_P.cfg,56571,1902,55,22,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ62.cfg,284793,10451,266,27,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ62_P.cfg,6877,231,12,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ64.cfg,36344,1164,44,15,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ64_P.cfg,18200,570,24,15,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ65.cfg,108301,3972,140,30,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ65_P.cfg,44916,1640,64,23,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ66.cfg,71373,2287,80,19,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ66_C01.cfg,2466,84,4,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ66_P.cfg,9955,317,15,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ67.cfg,96033,3512,122,25,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ67_C01.cfg,2100,72,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ67_C02.cfg,2091,72,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ67_P.cfg,23440,895,32,18,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ68.cfg,200393,7125,238,23,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ68_P.cfg,44363,1433,47,16,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ70.cfg,76223,2708,104,30,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ70_Audio.cfg,4803,146,7,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ70_P.cfg,45085,1446,56,26,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ71.cfg,118277,4160,139,25,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ71_Audio.cfg,9038,270,16,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ71_P.cfg,21437,677,25,11,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ73.cfg,44050,1594,63,20,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ73_Audio.cfg,6955,221,13,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ73_C01.cfg,361,14,2,2,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ73_P.cfg,7503,279,12,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ74.cfg,134944,4625,148,28,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ74_Audio.cfg,2891,88,6,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ74_P.cfg,33820,1238,45,16,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ75.cfg,37253,1364,40,13,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ75_P.cfg,60006,1967,66,26,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ76.cfg,27569,907,27,12,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ76_P.cfg,3199,107,6,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ77.cfg,102259,3646,97,20,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ77_P.cfg,15231,526,16,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ79.cfg,33949,1066,42,17,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ79_P.cfg,15216,482,23,12,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ81.cfg,3778,123,6,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ81_Audio.cfg,1813,64,4,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ81_P.cfg,2108,72,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ82.cfg,94705,3039,110,22,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ82_C01.cfg,9491,332,9,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ82_P.cfg,84419,3081,108,25,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ84.cfg,44416,1567,75,20,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ84_P.cfg,5738,182,8,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ85.cfg,30707,980,40,14,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ85_P.cfg,13333,488,22,10,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ88.cfg,107566,3341,115,21,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ88_P.cfg,30505,1055,36,12,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ92.cfg,7861,260,13,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ92_P.cfg,5158,176,9,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ93.cfg,52742,1903,50,12,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ93_P.cfg,30697,1027,31,13,true,false
Base,GameLite/GameData/QuestNodePrototypes/EQ97.cfg,213489,6496,205,25,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ97_Audio.cfg,1733,53,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ97_P.cfg,15334,525,17,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ98.cfg,177548,5379,162,24,false,false
Base,GameLite/GameData/QuestNodePrototypes/EQ98_P.cfg,19368,650,24,13,false,false
Base,GameLite/GameData/QuestNodePrototypes/EmissionQuest.cfg,2608,86,6,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/FaustBossfight.cfg,2004,63,4,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/FaustClonesTestQuest.cfg,6211,170,10,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1001_BP.cfg,5381,159,9,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1002_BP.cfg,13694,393,18,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1003_BP.cfg,5371,161,8,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1004_BP.cfg,4928,149,8,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1005_BP.cfg,3479,103,7,6,true,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1006_BP.cfg,5225,155,8,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1007_BP.cfg,9146,274,13,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1008_BP.cfg,11492,407,16,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1009_BP.cfg,6319,187,9,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1010_BP.cfg,5230,187,9,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1011_BP.cfg,8790,303,16,8,true,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1012_BP.cfg,16254,568,23,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1013_BP.cfg,7210,222,11,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1014_BP.cfg,8854,264,13,7,true,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1101_BP.cfg,13645,414,17,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1102_BP.cfg,18726,637,24,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1103_BP.cfg,3159,96,6,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1104_BP.cfg,4689,153,9,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1105_BP.cfg,27123,806,28,12,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1106_BP.cfg,10358,309,13,10,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1107_BP.cfg,23590,828,27,10,true,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1108_BP.cfg,6178,186,9,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1109_BP.cfg,22281,757,28,12,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1110_BP.cfg,20152,693,26,13,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1111_BP.cfg,9473,285,12,10,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1112_BP.cfg,11856,363,16,11,true,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1114_BP.cfg,3112,91,5,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1115_BP.cfg,24441,835,32,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1116_BP.cfg,4619,160,8,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1117_BP.cfg,12276,373,14,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1118_BP.cfg,4433,135,7,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1119_BP.cfg,13916,410,17,10,true,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1120_BP.cfg,9957,353,17,12,true,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1121_BP.cfg,19949,699,30,9,true,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1122_BP.cfg,12954,384,15,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1123_BP.cfg,9345,282,11,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1301_BP.cfg,6145,187,9,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1302_BP.cfg,3947,116,7,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1303_01_BP.cfg,7096,243,13,8,true,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1401_BP.cfg,7191,226,10,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1402_BP.cfg,5062,187,9,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1404_BP.cfg,18118,667,25,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1405_BP.cfg,5589,176,8,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1406_BP.cfg,3651,115,6,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1701_BP.cfg,3038,86,6,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1702_BP.cfg,12853,451,17,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1703_BP.cfg,8387,281,14,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1704_BP.cfg,8853,253,12,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1705_BP.cfg,379,14,2,2,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1706_BP.cfg,29814,851,36,9,true,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1707_BP.cfg,3903,118,6,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1708_BP.cfg,4069,124,6,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1709_BP.cfg,4638,138,7,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1710_BP.cfg,3951,118,6,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1800_BP.cfg,12975,384,18,10,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1801_BP.cfg,34844,1032,53,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1802_BP.cfg,10516,364,17,12,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1803_BP.cfg,41991,1265,53,15,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1803_BP_Container_1.cfg,2465,73,3,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1803_BP_Container_2.cfg,2421,72,3,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1803_BP_Container_3.cfg,2421,72,3,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1804_BP.cfg,1725,65,4,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1901_BP.cfg,7936,240,11,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1902_BP.cfg,9221,271,14,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1903_BP.cfg,3551,110,6,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1904_BP.cfg,9764,294,15,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1905_BP.cfg,3715,114,6,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1906_BP.cfg,8791,259,12,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1907_BP.cfg,4616,141,7,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1908_BP.cfg,3985,121,6,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1909_BP.cfg,23186,831,35,9,true,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1910_BP.cfg,6884,206,10,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1911_BP.cfg,25540,775,35,8,true,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1912_BP.cfg,6594,196,10,4,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1913_BP.cfg,12937,396,19,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1914_BP.cfg,4921,148,9,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1915_BP.cfg,5448,164,8,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1916_BP.cfg,9742,292,12,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ1917_BP.cfg,51105,1715,77,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2101_BP.cfg,10155,298,14,10,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2102_BP.cfg,3482,115,6,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2102_BP_02.cfg,5902,186,8,3,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2103_BP.cfg,18066,541,25,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2104_BP.cfg,3082,96,5,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2105_BP.cfg,3048,94,5,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2106_BP.cfg,10847,368,17,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2107_BP.cfg,35396,1225,46,11,true,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2401_BP.cfg,8829,253,13,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2402_BP.cfg,13786,416,20,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2403_BP.cfg,11111,320,16,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2404_BP.cfg,3821,115,6,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2405_BP.cfg,13978,500,21,10,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2406_BP.cfg,3766,113,6,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2407_BP.cfg,13668,397,21,10,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2408_BP.cfg,6294,200,8,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2409_BP.cfg,3433,104,6,5,true,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2410_BP.cfg,37665,1330,48,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2411_BP.cfg,24679,844,30,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2801_BP.cfg,11567,414,16,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2802_BP.cfg,14498,514,20,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2803_BP.cfg,19440,662,27,8,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2804_BP.cfg,32074,1083,42,11,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2805_BP.cfg,2992,90,5,5,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2806_BP.cfg,7700,230,11,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2807_BP.cfg,29265,868,37,10,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2901_BP.cfg,7816,226,13,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2902_BP.cfg,6493,193,9,6,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2903_BP.cfg,4511,136,7,7,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2904_BP.cfg,12269,443,17,9,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2905_BP.cfg,379,14,2,2,false,false
Base,GameLite/GameData/QuestNodePrototypes/GDEQ2906_BP.cfg,4099,127,7,4,false,false
