EnumFamily,EnumValue,BaseGameCount,DLC1Count,DeluxeCount,UltimateCount,PreOrderCount,TotalCount,ExampleNodeSID,ExampleFile
EQuestNodeType,SetCharacterParam,674,294,1,0,0,969,ANCQ01_SetCharacterParam_BP_Squad_ANCQ01_BlindDogs,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestNodeType,OnHitEvent,702,240,1,0,0,943,ANCQ01_OnHitEvent_BlindDogs,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestNodeType,ToggleNPCHidden,611,282,3,0,0,896,Arch_Bossfight_Faust_ToggleNPCHidden_FaustForceHide,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,ActivateRestrictor,572,282,4,0,0,858,ANCQ01_ActivateRestrictor_QuestOut,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestNodeType,OnPlayerGetItemEvent,634,192,20,5,6,857,ANCQ01_OnPlayerGetItemEvent_ANCQ01_VadaHvorostPDA,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestNodeType,ShowFadeScreen,698,50,0,0,0,748,A-life_interrupts_ShowFadeScreen,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestNodeType,SetItemGenerator,635,101,7,0,0,743,ANCQ02_SetItemGenerator_empty,GameLite/GameData/QuestNodePrototypes/ANCQ02.cfg
EQuestNodeType,AddNote,527,174,8,1,3,713,ANCQ01_AddNote_HvorostPDANote,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestNodeType,SwitchQuestItemState,470,190,6,0,3,669,ANCQ01_SwitchQuestItemState_ANCQ01_VadaHvorostPDA,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestNodeType,ToggleLairActivity,481,136,4,0,0,621,ANCQ03_P_ToggleLairActivity,GameLite/GameData/QuestNodePrototypes/ANCQ03_P.cfg
EQuestNodeType,OnNPCBecomeEnemyEvent,516,75,11,0,0,602,ANCQ03_OnNPCBecomeEnemyEvent_ChernyshovSoldier,GameLite/GameData/QuestNodePrototypes/ANCQ03.cfg
EQuestNodeType,DisableNPCInteraction,321,164,0,0,0,485,ANCQ03_DisableNPCInteraction_BP_Squad_ANCQ03_Military,GameLite/GameData/QuestNodePrototypes/ANCQ03.cfg
EQuestNodeType,Random,326,62,0,0,0,388,BodyParts_Malahit_Random,GameLite/GameData/QuestNodePrototypes/BodyParts_Malahit.cfg
EQuestNodeType,ReputationLocker,181,207,0,0,0,388,ANCQ03_ReputationLocker_BP_Squad_ANCQ03_Military,GameLite/GameData/QuestNodePrototypes/ANCQ03.cfg
EQuestNodeType,ResetAI,304,23,0,0,0,327,AI_DailySchedule_Test_ResetAI_BP_NPCPlaceholder_C_1,GameLite/GameData/QuestNodePrototypes/AI_DailySchedule_Test.cfg
EQuestNodeType,ItemRemove,254,24,1,12,0,291,ANCQ103_ItemRemove_SQ103_Emitter,GameLite/GameData/QuestNodePrototypes/ANCQ103.cfg
EQuestNodeType,OnInteractEvent,180,27,32,19,6,264,ANCQ03_OnInteractEvent_Chernyshov,GameLite/GameData/QuestNodePrototypes/ANCQ03.cfg
EQuestNodeType,OnKillerCheckEvent,134,79,6,0,0,219,E03_MQ02_OnKillerCheckEvent_VartaSquad_1,GameLite/GameData/QuestNodePrototypes/E03_MQ02.cfg
EQuestNodeType,SetMeshGenerator,140,71,0,0,0,211,C_E08_MQ01_Lazaret_SetMeshGenerator_BP_NPC_ColonelKorshunov,GameLite/GameData/QuestNodePrototypes/C_E08_MQ01_Lazaret.cfg
EQuestNodeType,SetPersonalRestriction,128,74,3,0,0,205,ANCQ03_SetPersonalRestrictionStopor,GameLite/GameData/QuestNodePrototypes/ANCQ03.cfg
EQuestNodeType,PlayEffect,154,44,0,0,0,198,Arch_Bossfight_Faust_PlayEffect_NS_Monolith_Ligtnings_Tower,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,ConsoleCommand,110,87,0,0,0,197,A-life_interrupts_ConsoleCommand,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestNodeType,OnPlayerNoticedEvent,151,38,0,0,0,189,E01_MQ01_OnPlayerNoticedEvent_BP_NPC_AliveMilitary,GameLite/GameData/QuestNodePrototypes/E01_MQ01.cfg
EQuestNodeType,SequenceStart,109,62,0,0,0,171,Arch_Bossfight_Faust_SequenceStart_Wire_1,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,ShowMarker,133,32,2,0,0,167,E01_MQ01_ShowMarker_sid_locations_loc_01_scientists_bunker_name_Discovered,GameLite/GameData/QuestNodePrototypes/E01_MQ01.cfg
EQuestNodeType,LookAt,141,8,0,0,0,149,AI_QTC_LookAt_BP_NPCPlaceholder,GameLite/GameData/QuestNodePrototypes/AI_QTC.cfg
EQuestNodeType,ShowTutorialWidget,123,3,0,0,0,126,DevTestMap_TestTutor,GameLite/GameData/QuestNodePrototypes/DevTestMap.cfg
EQuestNodeType,HideTutorial,121,3,0,0,0,124,DevTestMap_HideTutorial,GameLite/GameData/QuestNodePrototypes/DevTestMap.cfg
EQuestNodeType,RestrictSave,81,41,0,0,0,122,Arch_Bossfight_Faust_RestrictSave,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,ProtectLairNPCSquadItem,113,3,1,0,0,117,ANCQ01_Protect_BP_EQ118_DeadbodyHvorost,GameLite/GameData/QuestNodePrototypes/ANCQ01.cfg
EQuestNodeType,SetTimer,86,30,0,0,0,116,BodyParts_Malahit_SetTimer,GameLite/GameData/QuestNodePrototypes/BodyParts_Malahit.cfg
EQuestNodeType,SetQuestGiver,98,13,1,0,0,112,E02_SQ01_SetQuestGiver_BP_NPC_Zorik,GameLite/GameData/QuestNodePrototypes/E02_SQ01.cfg
EQuestNodeType,GiveCache,83,14,8,4,2,111,ANCQ23_P_GiveCache_not_set!,GameLite/GameData/QuestNodePrototypes/ANCQ23_P.cfg
EQuestNodeType,LoadAsset,58,45,0,0,0,103,Arch_Bossfight_Faust_LoadAsset_FaustDeath,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,AddOrRemoveFromSquad,93,7,0,0,0,100,E03_MQ01_AddOrRemoveFromSquad_BP_NPC_E03_MQ01_LtVorobiev,GameLite/GameData/QuestNodePrototypes/E03_MQ01.cfg
EQuestNodeType,SetCharacterEffect,68,29,0,0,0,97,Arch_Bossfight_Faust_SetCharacterEffect_FaustPSYStrikeConcussionComposite,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,SetWeather,49,45,0,0,0,94,Arch_Bossfight_Faust_SetWeather,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,ActivateDataLayerCombination,41,46,0,0,0,87,Arch_Bossfight_Faust_ActivateDataLayerCombination,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,EnableDataLayer,79,5,0,0,0,84,Arch_Bossfight_Faust_DIsableDataLayer,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,FlashlightOnOff,49,32,0,0,0,81,C_E02_MQ01_ToughAwakening_Cutscene_FlashlightOnOff_BP_NPC_Richter,GameLite/GameData/QuestNodePrototypes/C_E02_MQ01_ToughAwakening_Cutscene.cfg
EQuestNodeType,SetTime,55,25,0,0,0,80,Arch_Bossfight_Faust_SetTime,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,ChangeFaction,63,10,0,0,0,73,Arch_Bossfight_Faust_ChangeFaction_BP_NPC_Faust_mutant,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,ALifeDirectorZoneSwitch,48,24,0,0,0,72,Cordon_L_ALifeDirectorZoneSwitch_BP_ALifeGroupZone_X3Oasis2,GameLite/GameData/QuestNodePrototypes/Cordon_L.cfg
EQuestNodeType,DeactivateZone,72,0,0,0,0,72,E03_MQ01_DeactivateZone_BP_SafeZone_E03_MQ01_WardOutpost,GameLite/GameData/QuestNodePrototypes/E03_MQ01.cfg
EQuestNodeType,SetWounded,51,17,0,0,0,68,E02_SQ01_SetWounded_Gloomy,GameLite/GameData/QuestNodePrototypes/E02_SQ01.cfg
EQuestNodeType,EmissionScheduleControl,42,23,0,0,0,65,AI_DailySchedule_Test_EmissionScheduleControl,GameLite/GameData/QuestNodePrototypes/AI_DailySchedule_Test.cfg
EQuestNodeType,OnEmissionStartEvent,56,3,0,0,0,59,ANCQ02_OnEmissionStartEvent,GameLite/GameData/QuestNodePrototypes/ANCQ02.cfg
EQuestNodeType,AchievementUnlock,28,18,0,0,0,46,Arch_Bossfight_Faust_AchievementUnlock_KillFaust,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,ActivateAnomaly,45,1,0,0,0,46,E01_MQ01_ActivateAnomaly_ScannerAnomlay,GameLite/GameData/QuestNodePrototypes/E01_MQ01.cfg
EQuestNodeType,PlayPostProcess,44,0,0,0,0,44,Arch_Bossfight_Faust_PlayPostProcess_PSYBlurEffectProcessor,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,SpawnSingleObj,44,0,0,0,0,44,AI2QuestBPOLD_SpawnTargetToFollowAfter,GameLite/GameData/QuestNodePrototypes/AI2QuestBPOLD.cfg
EQuestNodeType,EquipItemInHands,36,7,0,0,0,43,Bossfight_EquipTEST_EquipItemInHands_GunFora_ST,GameLite/GameData/QuestNodePrototypes/Bossfight_EquipTEST.cfg
EQuestNodeType,OnInfotopicFinishEvent,42,1,0,0,0,43,E08_SQ01_OnInfotopicFinishEvent_E08_SQ01_Dialog_SherbaRepeatAboutCollars,GameLite/GameData/QuestNodePrototypes/E08_SQ01.cfg
EQuestNodeType,OnEmissionFinishEvent,38,2,0,0,0,40,A-life_interrupts_OnEmissionFinishEvent,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestNodeType,OnFactionBecomeEnemyEvent,36,4,0,0,0,40,C_E16_Flashbacks_Cutscene_OnFactionBecomeEnemyEvent,GameLite/GameData/QuestNodePrototypes/C_E16_Flashbacks_Cutscene.cfg
EQuestNodeType,DisableNPCBark,20,15,0,0,0,35,E04_MQ02_DisableNPCBark_BP_NPC_Azimuth_Foma,GameLite/GameData/QuestNodePrototypes/E04_MQ02.cfg
EQuestNodeType,TimeLock,22,12,0,0,0,34,Arch_Bossfight_Faust_TimeLock,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,PlayVideo,21,7,0,0,0,28,C_E06_MQ02_Signal_A_Cutscene_PlayVideo_SignalA,GameLite/GameData/QuestNodePrototypes/C_E06_MQ02_Signal_A_Cutscene.cfg
EQuestNodeType,ScheduledContainer,24,3,0,0,0,27,E03_MQ05_ScheduledContainer,GameLite/GameData/QuestNodePrototypes/E03_MQ05.cfg
EQuestNodeType,OnLairOwnershipHasChangedEvent,0,26,0,0,0,26,DLC01_FactionWars_CNPP_OnLairOwnershipHasChangedEvent_Duty_380_32,DLCGameData/DLC1/QuestNodePrototypes.cfg
EQuestNodeType,OnDialogStartEvent,16,9,0,0,0,25,E02_MQ03_C05_OnDialogStartEvent_E02_MQ03_Comment_EmisionScene_2,GameLite/GameData/QuestNodePrototypes/E02_MQ03_C05.cfg
EQuestNodeType,AddTechnicianSkillOrUpgrade,24,0,0,0,0,24,E08_MQ03_AddTechnicianSkillOrUpgrade_HimzavodTechnician_FaustPsyResist,GameLite/GameData/QuestNodePrototypes/E08_MQ03.cfg
EQuestNodeType,MoveInventory,24,0,0,0,0,24,E03_MQ01_MoveInventory_FromChernozemToChernozemDeadbody,GameLite/GameData/QuestNodePrototypes/E03_MQ01.cfg
EQuestNodeType,SetNPCSequentialAbility,13,6,0,0,0,19,Arch_Bossfight_Faust_SetNPCSequentialAbility_Add_Human_CombatPSYAttack,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,EmissionStart,18,0,0,0,0,18,A-life_interrupts_EmissionStart,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
EQuestNodeType,SetFactionRestriction,16,2,0,0,0,18,DKEnergetic_Hub_SetFactionRestriction_1,GameLite/GameData/QuestNodePrototypes/DKEnergetic_Hub.cfg
EQuestNodeType,OnEmissionStageActivated,15,2,0,0,0,17,EQ11_OnEmissionStageActivated,GameLite/GameData/QuestNodePrototypes/EQ11.cfg
EQuestNodeType,OnPlayerLostItemEvent,9,8,0,0,0,17,E16_Bossfight_Strelok_OnHit_OnPlayerLostItemEvent_Medkit,GameLite/GameData/QuestNodePrototypes/E16_Bossfight_Strelok_OnHit.cfg
EQuestNodeType,BridgeCleanUp,16,0,0,0,0,16,E02_MQ02_BridgeCleanUp,GameLite/GameData/QuestNodePrototypes/E02_MQ02.cfg
EQuestNodeType,SetHubOwner,9,6,0,0,0,15,Himzavod_Hub_SetHubOwner_BP_NPC_CaptainDvorenkov,GameLite/GameData/QuestNodePrototypes/Himzavod_Hub.cfg
EQuestNodeType,SpawnSquad,15,0,0,0,0,15,AI_QTC_Blood_SpawnObjectNPCMonster_BP_SquadPlaceholder_C_1,GameLite/GameData/QuestNodePrototypes/AI_QTC_Blood.cfg
EQuestNodeType,OnAbilityUsedEvent,14,0,0,0,0,14,Arch_Bossfight_Faust_OnAbilityUsedEvent_BP_NPC_Faust_mutant,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,ActivateInteractableObject,13,0,0,0,0,13,E05_SQ01_OWL_ActivateInteractableObject,GameLite/GameData/QuestNodePrototypes/E05_SQ01_OWL.cfg
EQuestNodeType,ForceInteract,11,1,0,0,0,12,E09_EQ02_ForceInteract_BP_ItemContainer_Left_E09_EQ02,GameLite/GameData/QuestNodePrototypes/E09_EQ02.cfg
EQuestNodeType,SearchPoint,12,0,0,0,0,12,ANCQ103_SearchPoint,GameLite/GameData/QuestNodePrototypes/ANCQ103.cfg
EQuestNodeType,ShowLoadingScreen,12,0,0,0,0,12,C_E01_MQ01_Assault_Cutscene_ShowLoadingScreen,GameLite/GameData/QuestNodePrototypes/C_E01_MQ01_Assault_Cutscene.cfg
EQuestNodeType,FWChangePreset,0,11,0,0,0,11,DLC01_FactionWars_CNPP_FWChangePreset_Off,DLCGameData/DLC1/QuestNodePrototypes.cfg
EQuestNodeType,OnAbilityEndedEvent,6,5,0,0,0,11,Arch_Bossfight_Faust_OnAbilityEndedEvent_BP_NPC_Faust_mutant,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EQuestNodeType,NPCBark,4,6,0,0,0,10,E05_SQ01_NPCBark_BP_NPCPlaceholder_E05_SQ01_VartaGuy3,GameLite/GameData/QuestNodePrototypes/E05_SQ01.cfg
EQuestNodeType,HideLoadingScreen,9,0,0,0,0,9,C_E10_MQ03_ScarOrbita_HideLoadingScreen,GameLite/GameData/QuestNodePrototypes/C_E10_MQ03_ScarOrbita.cfg
EQuestNodeType,SetDurabilityParam,6,3,0,0,0,9,ANCQ02_SetDurabilityParam_SniperRifle,GameLite/GameData/QuestNodePrototypes/ANCQ02.cfg
EQuestNodeType,SetSpaceRestrictor,8,0,0,0,0,8,E03_SQ01_SetSpaceRestrictor_BP_RestrictionArea_Vetos_Alife,GameLite/GameData/QuestNodePrototypes/E03_SQ01.cfg
EQuestNodeType,AddTutorialToPDA,5,1,0,0,0,6,GDTQ03_BP_AddMotionAimToPda,GameLite/GameData/QuestNodePrototypes/GDTQ03_BP.cfg
EQuestNodeType,OnEmissionStageFinished,6,0,0,0,0,6,QTC_Emission_OnEmissionStageFinished,GameLite/GameData/QuestNodePrototypes/QTC_Emission.cfg
EQuestNodeType,SetName,5,1,0,0,0,6,E10_MQ02_SetName_DoctorIsKaimanov,GameLite/GameData/QuestNodePrototypes/E10_MQ02.cfg
EQuestNodeType,SpawnItemContainer,6,0,0,0,0,6,DESPAWN_CONTAINER,GameLite/GameData/QuestNodePrototypes/DESPAWN.cfg
EQuestNodeType,SetLocationName,4,0,0,0,0,4,UI_QTC_TestCase6_main_SetLocationName_sid_locations_hub_malahit_name,GameLite/GameData/QuestNodePrototypes/UI_QTC_TestCase6_main.cfg
EQuestNodeType,SpawnAnomaly,4,0,0,0,0,4,DESPAWN_ANOMALY,GameLite/GameData/QuestNodePrototypes/DESPAWN.cfg
EQuestNodeType,OnPlayerRankReachedEvent,3,0,0,0,0,3,QTC_OnPlayerRankReachedEvent_1,GameLite/GameData/QuestNodePrototypes/QTC.cfg
EQuestNodeType,OnNPCBecomeFriendEvent,2,0,0,0,0,2,E04_SQ02_OnNPCBecomeFriendEvent_BP_NPC_E04_SQ02_NoonZombieKvaska,GameLite/GameData/QuestNodePrototypes/E04_SQ02.cfg
EQuestNodeType,OnNPCDefeatEvent,2,0,0,0,0,2,UI_QTC_Quest_OnNPCDefeatEvent_BP_NPCPlaceholder6,GameLite/GameData/QuestNodePrototypes/UI_QTC_Quest.cfg
EQuestNodeType,OnUpgradeInstallEvent,2,0,0,0,0,2,E08_MQ03_OnUpgradeInstallEvent_FaustPsyResist_Quest_1_1,GameLite/GameData/QuestNodePrototypes/E08_MQ03.cfg
EQuestNodeType,CancelAllSideQuests,1,0,0,0,0,1,E14_MQ02_CancelAllSideQuests,GameLite/GameData/QuestNodePrototypes/E14_MQ02.cfg
EQuestNodeType,OnFactionBecomeFriendEvent,1,0,0,0,0,1,QTC_OnFactionBecomeFriendEvent,GameLite/GameData/QuestNodePrototypes/QTC.cfg
EQuestNodeType,OnGetCompatibleAttachEvent,1,0,0,0,0,1,GDTQ00_BP_OnGetCompatibleAttachEvent,GameLite/GameData/QuestNodePrototypes/GDTQ00_BP.cfg
EQuestNodeType,OnMoneyAmountReachedEvent,1,0,0,0,0,1,QTC_OnMoneyAmountReachedEvent,GameLite/GameData/QuestNodePrototypes/QTC.cfg
EQuestNodeType,RestrictionArea,1,0,0,0,0,1,DESPAWN_RESTRICTIONAREA,GameLite/GameData/QuestNodePrototypes/DESPAWN.cfg
EQuestNodeType,SpawnAnomalySpawner,1,0,0,0,0,1,DESPAWN_ANOMALYSPAWNER,GameLite/GameData/QuestNodePrototypes/DESPAWN.cfg
EQuestNodeType,SpawnArtifactSpawner,1,0,0,0,0,1,DESPAWN_ARTIFACTSPAWNER,GameLite/GameData/QuestNodePrototypes/DESPAWN.cfg
EQuestNodeType,SpawnDeadBody,1,0,0,0,0,1,DESPAWN_DEADBODY,GameLite/GameData/QuestNodePrototypes/DESPAWN.cfg
EQuestNodeType,SpawnLair,1,0,0,0,0,1,DESPAWN_LAIR,GameLite/GameData/QuestNodePrototypes/DESPAWN.cfg
EQuestNodeType,SpawnSafeZone,1,0,0,0,0,1,DESPAWN_SAFEZONE,GameLite/GameData/QuestNodePrototypes/DESPAWN.cfg
EQuestNodeType,SpawnTrigger,1,0,0,0,0,1,DESPAWN_TRIGGER,GameLite/GameData/QuestNodePrototypes/DESPAWN.cfg
EQuestNodeType,StartBenchmark,1,0,0,0,0,1,QTC_StartBenchmark,GameLite/GameData/QuestNodePrototypes/QTC.cfg
EQuestNodeType,TrackJournal,1,0,0,0,0,1,EmissionQuest_TrackJournal,GameLite/GameData/QuestNodePrototypes/EmissionQuest.cfg
EQuestNodeType,TrackShelter,1,0,0,0,0,1,EmissionQuest_TrackShelter,GameLite/GameData/QuestNodePrototypes/EmissionQuest.cfg
ERank,Veteran,19,2,0,0,0,21,Arch_L_SetCharacterParam_Player,GameLite/GameData/QuestNodePrototypes/Arch_L.cfg
ERank,Experienced,14,0,0,0,0,14,E02_MQ03_SetCharacterParam_PlayerExperienced,GameLite/GameData/QuestNodePrototypes/E02_MQ03.cfg
ERank,Master,9,3,0,0,0,12,Arch_L_Assault_E08_SetCharacterParam_PlayerRankMaster,GameLite/GameData/QuestNodePrototypes/Arch_L_Assault_E08.cfg
ERank,Newbie,3,0,0,0,0,3,EQ05_P_SetCharacterParam_Player,GameLite/GameData/QuestNodePrototypes/EQ05_P.cfg
ERelationLevel,Neutral,171,76,0,0,0,247,ANCQ03_ReputationLocker_BP_Squad_ANCQ03_Military,GameLite/GameData/QuestNodePrototypes/ANCQ03.cfg
ERelationLevel,Enemy,114,81,0,0,0,195,E03_MQ01_If_Relationship_1,GameLite/GameData/QuestNodePrototypes/E03_MQ01.cfg
ERelationLevel,Friend,19,77,0,0,0,96,E07_SQ01_If_Reputation,GameLite/GameData/QuestNodePrototypes/E07_SQ01.cfg
ERelationLevel,Disaffection,62,11,0,0,0,73,E02_SQ02_SetDialog_CallPlayer_Pin_0,GameLite/GameData/QuestNodePrototypes/E02_SQ02.cfg
ERelationLevel,Self,0,1,0,0,0,1,DLC01_CNPP_Freedom_Hub_ReputationLocker_Scientists,DLCGameData/DLC1/QuestNodePrototypes.cfg
ERequiredSquadMembers,AllMembers,8964,2392,54,0,14,11424,A-life_interrupts_If,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
ERequiredSquadMembers,AnyMember,3017,1295,3,0,0,4315,A-life_interrupts_OnTriggerEnterEvent,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
ESaveType,Manual,81,41,0,0,0,122,Arch_Bossfight_Faust_RestrictSave,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
ESaveType,Quick,81,41,0,0,0,122,Arch_Bossfight_Faust_RestrictSave,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
ESaveType,Auto,80,41,0,0,0,121,E02_MQ03_RestrictSave,GameLite/GameData/QuestNodePrototypes/E02_MQ03.cfg
ESaveType,Quest,80,37,0,0,0,117,E02_MQ03_RestrictSave,GameLite/GameData/QuestNodePrototypes/E02_MQ03.cfg
ESaveType,ExitGame,0,4,0,0,0,4,DLC01_MQ10_B02_RestrictSave_BeforeCutscene,DLCGameData/DLC1/QuestNodePrototypes.cfg
ESaveType,FinishMainQuest,0,3,0,0,0,3,DLC01_MQ10_B02_RestrictSave_BeforeCutscene,DLCGameData/DLC1/QuestNodePrototypes.cfg
ESaveType,HubExit,0,3,0,0,0,3,DLC01_MQ10_B02_RestrictSave_BeforeCutscene,DLCGameData/DLC1/QuestNodePrototypes.cfg
ESaveType,ManualHub,0,3,0,0,0,3,DLC01_MQ10_B02_RestrictSave_BeforeCutscene,DLCGameData/DLC1/QuestNodePrototypes.cfg
ESaveType,StartMainQuest,0,3,0,0,0,3,DLC01_MQ10_B02_RestrictSave_BeforeCutscene,DLCGameData/DLC1/QuestNodePrototypes.cfg
ESpaceRestrictionType,Out,80,28,3,0,0,111,Benchmark_combat_SetPersonalRestriction,GameLite/GameData/QuestNodePrototypes/Benchmark_combat.cfg
ESpaceRestrictionType,In,43,18,0,0,0,61,DKEnergetic_Hub_SetFactionRestriction_1,GameLite/GameData/QuestNodePrototypes/DKEnergetic_Hub.cfg
ESpaceRestrictionType,None,21,30,0,0,0,51,ANCQ03_SetPersonalRestrictionStopor,GameLite/GameData/QuestNodePrototypes/ANCQ03.cfg
ESpawnNodeExcludeType,SeamlessDespawn,4184,1283,20,3,2,5492,A-life_interrupts_SpawnObjectNPCMonster_BP_NPCPlaceholder71,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
ESpawnNodeExcludeType,ForceDespawn,1263,461,0,0,0,1724,A-life_interrupts_Despawn_BP_NPCPlaceholder71,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
ESpawnNodeExcludeType,KillSpawnedObj,319,144,0,0,0,463,Arch_L_Assault_E08_Despawn_MonolithCommcenterFirstFloor1,GameLite/GameData/QuestNodePrototypes/Arch_L_Assault_E08.cfg
EThreatAwareness,SearchEnemy,193,4,0,0,0,197,E05_EQ03_SetDialog_E05_EQ03_Comment_Kemarik_Pin_0,GameLite/GameData/QuestNodePrototypes/E05_EQ03.cfg
EThreatAwareness,MoveToLocation,55,0,0,0,0,55,E03_MQ02_Comment_ZmeevikMoans1_Pin_0,GameLite/GameData/QuestNodePrototypes/E03_MQ02.cfg
EThreatAwareness,Calm,21,0,0,0,0,21,E08_EQ01_SetDialog_E08_EQ01_Comment_ChernyhFirst_Pin_0,GameLite/GameData/QuestNodePrototypes/E08_EQ01.cfg
EThreatAwareness,Battle,17,1,0,0,0,18,E11_MQ01_SetDialog_E11_MQ01_Comment_Thugs_AboutHabar_Pin_3,GameLite/GameData/QuestNodePrototypes/E11_MQ01.cfg
EThreatAwareness,TurnHead,10,0,0,0,0,10,SQ90_SetDialog_SQ90_Comment_BanditsChatAboutMutant_Pin_0,GameLite/GameData/QuestNodePrototypes/SQ90.cfg
ETriggerReact,ReactOnAlive,5051,2020,2,0,0,7073,A-life_interrupts_OnTriggerEnterEvent,GameLite/GameData/QuestNodePrototypes/A-life_interrupts.cfg
ETriggerReact,ReactBoth,20,85,0,0,0,105,QTC_Triggers_OnTriggerEnterEvent_2,GameLite/GameData/QuestNodePrototypes/QTC_Triggers.cfg
ETriggerReact,ReactOnDead,40,1,3,0,0,44,EQ52_Technical_BodyHere_Pin_0,GameLite/GameData/QuestNodePrototypes/EQ52.cfg
EWeaponState,NoWeapon,4531,1479,8,0,0,6018,AI_QTC_SetAIBehavior_not_set!_1,GameLite/GameData/QuestNodePrototypes/AI_QTC.cfg
EWeaponState,Relax,819,649,1,0,0,1469,Arch_L_SetAIBehavior_WS_Relax_DugaSniperMonolith_NorthEast1,GameLite/GameData/QuestNodePrototypes/Arch_L.cfg
EWeaponState,Combat,633,339,0,0,0,972,AI_QTC_SetAIBehavior_BP_NPCPlaceholder3_1,GameLite/GameData/QuestNodePrototypes/AI_QTC.cfg
EWeather,Clearly,21,8,0,0,0,29,Bench_Daily_Perfomance_Check_SetWeather_1,GameLite/GameData/QuestNodePrototypes/Bench_Daily_Perfomance_Check.cfg
EWeather,Rainy,7,8,0,0,0,15,Arch_Bossfight_Faust_SetWeather_1,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EWeather,Underground,0,15,0,0,0,15,DLC01_MQ06_SetWeather_Underground,DLCGameData/DLC1/QuestNodePrototypes.cfg
EWeather,Cloudy,6,7,0,0,0,13,Arch_Bossfight_Faust_SetWeather,GameLite/GameData/QuestNodePrototypes/Arch_Bossfight_Faust.cfg
EWeather,CalmBeforeEmission,8,0,0,0,0,8,E15_MQ01_SetWeather,GameLite/GameData/QuestNodePrototypes/E15_MQ01.cfg
EWeather,LightRainy,1,7,0,0,0,8,SQ102_SetWeather,GameLite/GameData/QuestNodePrototypes/SQ102.cfg
EWeather,Stormy,5,1,0,0,0,6,E02_MQ03_C05_SetWeather_StormyAfterEmission,GameLite/GameData/QuestNodePrototypes/E02_MQ03_C05.cfg
EWeather,Fogy,1,1,0,0,0,2,E09_MQ01_SetWeather,GameLite/GameData/QuestNodePrototypes/E09_MQ01.cfg
EWeather,Thundery,2,0,0,0,0,2,E04_MQ01_P_SetWeather,GameLite/GameData/QuestNodePrototypes/E04_MQ01_P.cfg
