Source,File,NodeSID,QuestSID,NodeType,ConditionType,EventType,TargetQuestGuid,TargetLairPlaceholder,FactionWarPlaceholder,Faction,PresetName,Activate,ForceDespawn,ConnectionCount,TargetResolvedIn,TargetLevelName,AllOtherFields
Base,GameLite/GameData/QuestNodePrototypes/IKARCamp_Hub.cfg,IKARCamp_Hub_ToggleLairActivity_2,IKARCamp_Hub,ToggleLairActivity,,,3085E7794D0A55A9281505B597C74ED1,,,,,true,true,2,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/3085E7794D0A55A9281505B597C74ED1.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/IKARCamp_Hub.cfg,IKARCamp_Hub_ToggleLairActivity_3,IKARCamp_Hub,ToggleLairActivity,,,46C61A5E4E02DCB2C3CF67884D0C0013,,,,,true,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/46C61A5E4E02DCB2C3CF67884D0C0013.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/IKARCamp_Hub.cfg,IKARCamp_Hub_ToggleLairActivity_4,IKARCamp_Hub,ToggleLairActivity,,,38D7AC6A4A174BAA000AF5ADD2D0AA58,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/38D7AC6A4A174BAA000AF5ADD2D0AA58.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/IKARCamp_Hub.cfg,IKARCamp_Hub_ToggleLairActivity_5,IKARCamp_Hub,ToggleLairActivity,,,2D2922F543E89A08DCA05A9C0693A74B,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/2D2922F543E89A08DCA05A9C0693A74B.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/IKARCamp_Hub.cfg,IKARCamp_Hub_ToggleLairActivity_6,IKARCamp_Hub,ToggleLairActivity,,,36425F0E47172BE66DC59FB404B4A241,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/36425F0E47172BE66DC59FB404B4A241.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/IKARCamp_Hub.cfg,IKARCamp_Hub_ToggleLairActivity_FixPart2_STD127808_1,IKARCamp_Hub,ToggleLairActivity,,,3085E7794D0A55A9281505B597C74ED1,,,,,true,false,2,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/3085E7794D0A55A9281505B597C74ED1.cfg,WorldMap_WP,NodePrototypeVersion=2
Base,GameLite/GameData/QuestNodePrototypes/IKARCamp_Hub.cfg,IKARCamp_Hub_ToggleLairActivity_Mutants_Off,IKARCamp_Hub,ToggleLairActivity,,,3085E7794D0A55A9281505B597C74ED1,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/3085E7794D0A55A9281505B597C74ED1.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/IKARCamp_Hub.cfg,IKARCamp_Hub_ToggleLairActivity_Zombies_Off,IKARCamp_Hub,ToggleLairActivity,,,46C61A5E4E02DCB2C3CF67884D0C0013,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/46C61A5E4E02DCB2C3CF67884D0C0013.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/Kazkovy_Hub.cfg,Kazkovy_Hub_ToggleLairActivity,Kazkovy_Hub,ToggleLairActivity,,,CFDBF2314E2017A395BBB59D7D0199E8,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/CFDBF2314E2017A395BBB59D7D0199E8.cfg,WorldMap_WP,NodePrototypeVersion=2
Base,GameLite/GameData/QuestNodePrototypes/Kazkovy_Hub.cfg,Kazkovy_Hub_ToggleLairActivity_1,Kazkovy_Hub,ToggleLairActivity,,,ED2BA9F24E8469D0C3DD11B8096C1589,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/ED2BA9F24E8469D0C3DD11B8096C1589.cfg,WorldMap_WP,NodePrototypeVersion=4
Base,GameLite/GameData/QuestNodePrototypes/Kazkovy_Hub.cfg,Kazkovy_Hub_ToggleLairActivity_2,Kazkovy_Hub,ToggleLairActivity,,,B75F75C5405011FB840A19AB5A6DB261,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/B75F75C5405011FB840A19AB5A6DB261.cfg,WorldMap_WP,NodePrototypeVersion=3
Base,GameLite/GameData/QuestNodePrototypes/Kazkovy_Hub.cfg,Kazkovy_Hub_ToggleLairActivity_3,Kazkovy_Hub,ToggleLairActivity,,,B75F75C5405011FB840A19AB5A6DB261,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/B75F75C5405011FB840A19AB5A6DB261.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/Kazkovy_Hub.cfg,Kazkovy_Hub_ToggleLairActivity_4,Kazkovy_Hub,ToggleLairActivity,,,CFDBF2314E2017A395BBB59D7D0199E8,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/CFDBF2314E2017A395BBB59D7D0199E8.cfg,WorldMap_WP,NodePrototypeVersion=3
Base,GameLite/GameData/QuestNodePrototypes/Malahit_Hub.cfg,Malahit_Hub_ToggleLairActivity,Malahit_Hub,ToggleLairActivity,,,64275430439C645A1CBD11BDBF8E31A5,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/64275430439C645A1CBD11BDBF8E31A5.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/Malahit_Hub.cfg,Malahit_Hub_ToggleLairActivity_1,Malahit_Hub,ToggleLairActivity,,,3E7FDB354035DBC0BB39CDB83C797209,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/3E7FDB354035DBC0BB39CDB83C797209.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/Malahit_Hub.cfg,Malahit_Hub_ToggleLairActivity_10,Malahit_Hub,ToggleLairActivity,,,6E6849424DC9FC712443F19843A9C29F,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/6E6849424DC9FC712443F19843A9C29F.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/Malahit_Hub.cfg,Malahit_Hub_ToggleLairActivity_11,Malahit_Hub,ToggleLairActivity,,,6E6849424DC9FC712443F19843A9C29F,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/6E6849424DC9FC712443F19843A9C29F.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/Malahit_Hub.cfg,Malahit_Hub_ToggleLairActivity_12,Malahit_Hub,ToggleLairActivity,,,F6011ADD4223CE5008FC3FBD15AA15EA,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/F6011ADD4223CE5008FC3FBD15AA15EA.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/Malahit_Hub.cfg,Malahit_Hub_ToggleLairActivity_2,Malahit_Hub,ToggleLairActivity,,,6E6849424DC9FC712443F19843A9C29F,,,,,true,false,0,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/6E6849424DC9FC712443F19843A9C29F.cfg,WorldMap_WP,NodePrototypeVersion=2;Launchers=
Base,GameLite/GameData/QuestNodePrototypes/Malahit_Hub.cfg,Malahit_Hub_ToggleLairActivity_3,Malahit_Hub,ToggleLairActivity,,,F6011ADD4223CE5008FC3FBD15AA15EA,,,,,true,false,0,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/F6011ADD4223CE5008FC3FBD15AA15EA.cfg,WorldMap_WP,NodePrototypeVersion=2;Launchers=
Base,GameLite/GameData/QuestNodePrototypes/Malahit_Hub.cfg,Malahit_Hub_ToggleLairActivity_4,Malahit_Hub,ToggleLairActivity,,,E28D96344F7401A9661F02B8CD028D4A,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/E28D96344F7401A9661F02B8CD028D4A.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/Malahit_Hub.cfg,Malahit_Hub_ToggleLairActivity_5,Malahit_Hub,ToggleLairActivity,,,AD2305C94E040C8ED4679BA13DD4726D,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/AD2305C94E040C8ED4679BA13DD4726D.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/Malahit_Hub.cfg,Malahit_Hub_ToggleLairActivity_6,Malahit_Hub,ToggleLairActivity,,,6D043AED4DD707B599814CB3E5243237,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/6D043AED4DD707B599814CB3E5243237.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/Malahit_Hub.cfg,Malahit_Hub_ToggleLairActivity_7,Malahit_Hub,ToggleLairActivity,,,3E7FDB354035DBC0BB39CDB83C797209,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/3E7FDB354035DBC0BB39CDB83C797209.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/Malahit_Hub.cfg,Malahit_Hub_ToggleLairActivity_8,Malahit_Hub,ToggleLairActivity,,,460EB6C04467C46E18E216BFFFD300A2,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/460EB6C04467C46E18E216BFFFD300A2.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/Malahit_Hub.cfg,Malahit_Hub_ToggleLairActivity_9,Malahit_Hub,ToggleLairActivity,,,F6011ADD4223CE5008FC3FBD15AA15EA,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/F6011ADD4223CE5008FC3FBD15AA15EA.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/Malahit_Hub.cfg,Malahit_Hub_ToggleLairActivity_SherifVarta,Malahit_Hub,ToggleLairActivity,,,DF4276A3477C984052B3A7AFF9D7ADD4,,,,,false,true,1,,,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/Malahit_Hub.cfg,Malahit_Hub_ToggleLairActivity_SherifVarta_2,Malahit_Hub,ToggleLairActivity,,,FEDE67BE487BBB7E0FD9DE95120C67F9,,,,,false,true,1,,,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/NoonBase_Hub.cfg,NoonBase_Hub_ToggleLairActivity,NoonBase_Hub,ToggleLairActivity,,,4C541B6F42230CE4AFB31C8702CCB6F1,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/4C541B6F42230CE4AFB31C8702CCB6F1.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/NoonBase_Hub.cfg,NoonBase_Hub_ToggleLairActivity_1,NoonBase_Hub,ToggleLairActivity,,,DD6E36704D3822838F98C7BAA11978FF,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/DD6E36704D3822838F98C7BAA11978FF.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/NoonBase_Hub.cfg,NoonBase_Hub_ToggleLairActivity_10,NoonBase_Hub,ToggleLairActivity,,,D0AAEBDF4E59E95456FEEB9592278892,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/D0AAEBDF4E59E95456FEEB9592278892.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/NoonBase_Hub.cfg,NoonBase_Hub_ToggleLairActivity_11,NoonBase_Hub,ToggleLairActivity,,,376CF1EC435B03A53E384AA824ACE5AB,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/376CF1EC435B03A53E384AA824ACE5AB.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/NoonBase_Hub.cfg,NoonBase_Hub_ToggleLairActivity_12,NoonBase_Hub,ToggleLairActivity,,,0D1F817A4F04B74A978E148542E57B2F,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/0D1F817A4F04B74A978E148542E57B2F.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/NoonBase_Hub.cfg,NoonBase_Hub_ToggleLairActivity_13,NoonBase_Hub,ToggleLairActivity,,,B498F5F74DC837BB8D9693BEA1E7760B,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/B498F5F74DC837BB8D9693BEA1E7760B.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/NoonBase_Hub.cfg,NoonBase_Hub_ToggleLairActivity_14,NoonBase_Hub,ToggleLairActivity,,,B40B50144D7C4523D2F91085C1D78D93,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/B40B50144D7C4523D2F91085C1D78D93.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/NoonBase_Hub.cfg,NoonBase_Hub_ToggleLairActivity_16,NoonBase_Hub,ToggleLairActivity,,,28BF3E5945D050A78B6924B8CF56EBEC,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/28BF3E5945D050A78B6924B8CF56EBEC.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/NoonBase_Hub.cfg,NoonBase_Hub_ToggleLairActivity_2,NoonBase_Hub,ToggleLairActivity,,,4926E9234F53D13036E3FD9C81611D0D,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/4926E9234F53D13036E3FD9C81611D0D.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/NoonBase_Hub.cfg,NoonBase_Hub_ToggleLairActivity_3,NoonBase_Hub,ToggleLairActivity,,,B8ADBE4C41F4CAB93F28C4B12D65BF0B,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/B8ADBE4C41F4CAB93F28C4B12D65BF0B.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/NoonBase_Hub.cfg,NoonBase_Hub_ToggleLairActivity_4,NoonBase_Hub,ToggleLairActivity,,,A829B7844462E06892AC589D1B15008D,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/A829B7844462E06892AC589D1B15008D.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/NoonBase_Hub.cfg,NoonBase_Hub_ToggleLairActivity_5,NoonBase_Hub,ToggleLairActivity,,,B0325BCC4D7CD9488617DB9D4516BABB,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/B0325BCC4D7CD9488617DB9D4516BABB.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/NoonBase_Hub.cfg,NoonBase_Hub_ToggleLairActivity_6,NoonBase_Hub,ToggleLairActivity,,,409FCB2D4D81894F2A6B0499448E827B,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/409FCB2D4D81894F2A6B0499448E827B.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/NoonBase_Hub.cfg,NoonBase_Hub_ToggleLairActivity_7,NoonBase_Hub,ToggleLairActivity,,,0E6CA02D4FBA015301DC33B7EC9D6B4F,,,,,true,false,1,,,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/NoonBase_Hub.cfg,NoonBase_Hub_ToggleLairActivity_8,NoonBase_Hub,ToggleLairActivity,,,0E6CA02D4FBA015301DC33B7EC9D6B4F,,,,,false,true,1,,,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/NoonBase_Hub.cfg,NoonBase_Hub_ToggleLairActivity_9,NoonBase_Hub,ToggleLairActivity,,,D0AAEBDF4E59E95456FEEB9592278892,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/D0AAEBDF4E59E95456FEEB9592278892.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/Promzona_L.cfg,Promzona_L_ToggleLairActivity_Despawn,Promzona_L,ToggleLairActivity,,,5DF735EF497493E2BC1E3C99095A8438,,,,,false,true,2,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/5DF735EF497493E2BC1E3C99095A8438.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/QTC.cfg,QTC_ForceDespawnLair_1,QTC,ToggleLairActivity,,,1EBDA5934B12C1CF0738498BAB417457,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/QuestToolCombatTestMap_Deprecated/1EBDA5934B12C1CF0738498BAB417457.cfg,QuestToolCombatTestMap_Deprecated,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/QTC.cfg,QTC_LairActivated_2,QTC,ToggleLairActivity,,,1EBDA5934B12C1CF0738498BAB417457,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/QuestToolCombatTestMap_Deprecated/1EBDA5934B12C1CF0738498BAB417457.cfg,QuestToolCombatTestMap_Deprecated,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/QTC.cfg,QTC_LairActivated_4,QTC,ToggleLairActivity,,,1EBDA5934B12C1CF0738498BAB417457,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/QuestToolCombatTestMap_Deprecated/1EBDA5934B12C1CF0738498BAB417457.cfg,QuestToolCombatTestMap_Deprecated,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/QTC.cfg,QTC_LairDeactivated_4,QTC,ToggleLairActivity,,,1EBDA5934B12C1CF0738498BAB417457,,,,,false,false,1,GameLite/GameData/SpawnActorPrototypes/QuestToolCombatTestMap_Deprecated/1EBDA5934B12C1CF0738498BAB417457.cfg,QuestToolCombatTestMap_Deprecated,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/QTC.cfg,QTC_ProtectLairNPCSquadItem_BP_NPCPlaceholder188,QTC,ProtectLairNPCSquadItem,,,78D6874D4CF687B6211AECA49267F1E8,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/QuestToolCombatTestMap_WP/78D6874D4CF687B6211AECA49267F1E8.cfg,QuestToolCombatTestMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/QTC.cfg,QTC_ProtectLairNPCSquadItem_BP_SquadPlaceholder57,QTC,ProtectLairNPCSquadItem,,,44569875498762D0960C7A8F1E4FB93D,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/QuestToolCombatTestMap_WP/44569875498762D0960C7A8F1E4FB93D.cfg,QuestToolCombatTestMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/QTC.cfg,QTC_ToggleLairActivity,QTC,ToggleLairActivity,,,E12BE16641C1B1EDD1501AAE43D65583,,,,,true,false,1,GameLite/GameData/SpawnActorPrototypes/QuestToolCombatTestMap_WP/E12BE16641C1B1EDD1501AAE43D65583.cfg,QuestToolCombatTestMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/QTC.cfg,QTC_ToggleLairActivity_1,QTC,ToggleLairActivity,,,E12BE16641C1B1EDD1501AAE43D65583,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/QuestToolCombatTestMap_WP/E12BE16641C1B1EDD1501AAE43D65583.cfg,QuestToolCombatTestMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/RSQ01_C01.cfg,RSQ01_C01_ProtectLairNPCSquadItem_BP_DeadBodyMilitaryCourier,RSQ01_C01,ProtectLairNPCSquadItem,,,2F20910D46EFCCF359016684B238E6EF,,,,,,,2,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/RSQ01_LogicLevel_WP/2F20910D46EFCCF359016684B238E6EF.cfg,WorldMap_WP/RSQ01_LogicLevel_WP,NodePrototypeVersion=2
Base,GameLite/GameData/QuestNodePrototypes/RSQ01_C01.cfg,RSQ01_C01_ProtectLairNPCSquadItem_BP_DeadBodyMilitaryCourier2,RSQ01_C01,ProtectLairNPCSquadItem,,,D53FF5CF463756BBBB4A91B116395CA4,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/RSQ01_LogicLevel_WP/D53FF5CF463756BBBB4A91B116395CA4.cfg,WorldMap_WP/RSQ01_LogicLevel_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/RSQ01_C06.cfg,RSQ01_C06_ProtectLairNPCSquadItem_BP_DeadNewbie_1,RSQ01_C06,ProtectLairNPCSquadItem,,,0C18CBB8410D93A7090FFABE81B0C55D,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/RSQ01_LogicLevel_WP/0C18CBB8410D93A7090FFABE81B0C55D.cfg,WorldMap_WP/RSQ01_LogicLevel_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/RSQ01_C06.cfg,RSQ01_C06_ProtectLairNPCSquadItem_BP_DeadNewbie_2,RSQ01_C06,ProtectLairNPCSquadItem,,,CD9CF5EF402BBA5135FC2FAFCAF259F6,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/RSQ01_LogicLevel_WP/CD9CF5EF402BBA5135FC2FAFCAF259F6.cfg,WorldMap_WP/RSQ01_LogicLevel_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/RSQ01_C06.cfg,RSQ01_C06_ProtectLairNPCSquadItem_BP_DeadNewbie_3,RSQ01_C06,ProtectLairNPCSquadItem,,,6704D2334BFE011CB192A6837B50219B,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/RSQ01_LogicLevel_WP/6704D2334BFE011CB192A6837B50219B.cfg,WorldMap_WP/RSQ01_LogicLevel_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/RSQ04_C10.cfg,RSQ04_C10_ProtectLairNPCSquadItem_BP_NPCPlaceholder_RSQ04_C10,RSQ04_C10,ProtectLairNPCSquadItem,,,576E3A7743203608F370779D6B525B8A,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/RSQ04_LogicLevel_WP/576E3A7743203608F370779D6B525B8A.cfg,WorldMap_WP/RSQ04_LogicLevel_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/RSQ04_C10.cfg,RSQ04_C10_ProtectLairNPCSquadItem_BP_SquadPlaceholder_RSQ04_C10,RSQ04_C10,ProtectLairNPCSquadItem,,,623E1A0843DC112F0CB9F689D81B00AC,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/RSQ04_LogicLevel_WP/623E1A0843DC112F0CB9F689D81B00AC.cfg,WorldMap_WP/RSQ04_LogicLevel_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/RSQ07_C01_K_Z.cfg,RSQ07_C01_K_Z_ToggleLairActivity,RSQ07_C01_K_Z,ToggleLairActivity,,,FA99D30246EE05104D7B36B3263FC7CB,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/FA99D30246EE05104D7B36B3263FC7CB.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/RSQ07_C01_K_Z.cfg,RSQ07_C01_K_Z_ToggleLairActivity_1,RSQ07_C01_K_Z,ToggleLairActivity,,,FA99D30246EE05104D7B36B3263FC7CB,,,,,true,false,2,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/FA99D30246EE05104D7B36B3263FC7CB.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/RSQ07_C04_K_B.cfg,RSQ07_C04_K_B_ToggleLairActivity,RSQ07_C04_K_B,ToggleLairActivity,,,AAA3518743688335F477918FF79FF669,,,,,false,true,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/AAA3518743688335F477918FF79FF669.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/RSQ07_C04_K_B.cfg,RSQ07_C04_K_B_ToggleLairActivity_1,RSQ07_C04_K_B,ToggleLairActivity,,,AAA3518743688335F477918FF79FF669,,,,,true,false,2,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/AAA3518743688335F477918FF79FF669.cfg,WorldMap_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/RSQ07_C09_S_P.cfg,RSQ07_C09_S_P_ProtectLairNPCSquadItem_BP_ItemPlaceholder_S_P_C09,RSQ07_C09_S_P,ProtectLairNPCSquadItem,,,9985DFD0432FF89CB625E58BF38B4AD3,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/RSQ07_LogicLevel_WP/9985DFD0432FF89CB625E58BF38B4AD3.cfg,WorldMap_WP/RSQ07_LogicLevel_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/RSQ10_C09_S_P.cfg,RSQ10_C09_S_P_ProtectLairNPCSquadItem_BP_SquadPlaceholder_S_P_C09_V1,RSQ10_C09_S_P,ProtectLairNPCSquadItem,,,5721FE5B4AD1AFC618528E809530B427,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/RSQ10_LogicLevel_WP/5721FE5B4AD1AFC618528E809530B427.cfg,WorldMap_WP/RSQ10_LogicLevel_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/RSQ10_C09_S_P.cfg,RSQ10_C09_S_P_ProtectLairNPCSquadItem_BP_SquadPlaceholder_S_P_C09_V2,RSQ10_C09_S_P,ProtectLairNPCSquadItem,,,67AE587B46ED3436A4ED9480CE4FE95D,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/RSQ10_LogicLevel_WP/67AE587B46ED3436A4ED9480CE4FE95D.cfg,WorldMap_WP/RSQ10_LogicLevel_WP,NodePrototypeVersion=1
Base,GameLite/GameData/QuestNodePrototypes/SEQ01.cfg,SEQ01_ProtectLairNPCSquadItem_not_set!,SEQ01,ProtectLairNPCSquadItem,,,FFACCCAB4810C3C83D5AFD8635CA9913,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/SEQ01_LogicLevel_WP/FFACCCAB4810C3C83D5AFD8635CA9913.cfg,WorldMap_WP/SEQ01_LogicLevel_WP,
Base,GameLite/GameData/QuestNodePrototypes/SEQ03.cfg,SEQ03_ProtectLairNPCSquadItem_BP_DeadBody_SEQ03,SEQ03,ProtectLairNPCSquadItem,,,5EFB04224B75F171ECF1F99D94BDDA81,,,,,,,1,GameLite/GameData/SpawnActorPrototypes/WorldMap_WP/SEQ03_LogicLevel_WP/5EFB04224B75F171ECF1F99D94BDDA81.cfg,WorldMap_WP/SEQ03_LogicLevel_WP,NodePrototypeVersion=1
