Source,File,Representation,FactionA,FactionB,Operator,Value,Notes
base,GameLite/GameData/RelationPrototypes.cfg,struct,Monolith,Corpus,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Monolith,Mutant,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Duty,Bandits,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Duty,Monolith,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Duty,Freedom,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Duty,Mercenaries,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Duty,Mutant,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Freedom,Bandits,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Freedom,Monolith,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Freedom,Duty,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Freedom,Mercenaries,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Freedom,Mutant,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Varta,Bandits,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Varta,Monolith,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Varta,Mercenaries,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Varta,Spark,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Varta,Mutant,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Neutrals,Bandits,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Neutrals,Monolith,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Neutrals,Mercenaries,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Neutrals,Mutant,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Scientists,Mutant,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Bandits,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Monolith,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Duty,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Freedom,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Varta,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Neutrals,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Noon,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Scientists,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Spark,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Corpus,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mercenaries,Mutant,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Spark,Monolith,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Spark,Varta,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Spark,Mutant,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Corpus,Bandits,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Corpus,Monolith,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Corpus,Neutrals,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Corpus,Mercenaries,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Corpus,Mutant,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mutant,Bandits,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mutant,Monolith,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mutant,Duty,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mutant,Freedom,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mutant,Varta,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mutant,Neutrals,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mutant,Militaries,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mutant,Noon,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mutant,Scientists,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mutant,Mercenaries,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mutant,Spark,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mutant,Corpus,->,true,ExpansionPolicies/AttackLairRestrictions
base,GameLite/GameData/RelationPrototypes.cfg,struct,Mutant,Mutant,->,true,ExpansionPolicies/AttackLairRestrictions
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Duty_IHub,Player,<->,0,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Duty_IHub,Duty_IHub,<->,800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Duty_IHub,Militaries,<->,0,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Duty_IHub,Freedom,<->,0,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Freedom_IHub,Player,<->,0,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Freedom_IHub,Freedom_IHub,<->,800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Freedom_IHub,Militaries,<->,0,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Freedom_IHub,Duty,<->,0,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Zombie_CNPP,Player,<->,-800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Zombie_CNPP,Zombie_CNPP,<->,800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,ZulusBoss_Faction,Player,<->,-1000,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,ZulusBoss_Faction,ZulusBoss_Faction,<->,800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,MykluhaFreedom,Player,<->,0,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,MykluhaFreedom,MykluhaFreedom,<->,800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,MykluhaFreedom,Duty,<->,0,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,MykluhaFreedom,Freedom,<->,-800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Mercenaries_Nord,Player,<->,-800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Mercenaries_Nord,Duty_IHub,<->,-800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Mercenaries_Nord,Freedom_IHub,<->,-800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Mercenaries_Nord,Zombie_CNPP,<->,-800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Mercenaries_Nord,ZulusBoss_Faction,<->,-800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Mercenaries_Nord,MykluhaFreedom,<->,-800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Mercenaries_Nord,Mercenaries_Nord,<->,800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Mercenaries_Nord,Militaries,<->,-800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Mercenaries_Nord,Duty,<->,-800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Mercenaries_Nord,Freedom,<->,-800,
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Snork,FW_Duty,->,false,ExpansionPolicies/AttackLairRestrictions
DLC1,DLCGameData/DLC1/RelationPrototypes.cfg,struct,Snork,FW_Freedom,->,false,ExpansionPolicies/AttackLairRestrictions
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Duty_IHub,Player,<->,0,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Duty_IHub,Duty_IHub,<->,800,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Duty_IHub,Militaries,<->,0,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Duty_IHub,Freedom,<->,0,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Freedom_IHub,Player,<->,0,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Freedom_IHub,Freedom_IHub,<->,800,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Freedom_IHub,Militaries,<->,0,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Freedom_IHub,Duty,<->,0,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Zombie_CNPP,Player,<->,-800,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Zombie_CNPP,Zombie_CNPP,<->,800,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,ZulusBoss_Faction,Player,<->,-1000,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,ZulusBoss_Faction,ZulusBoss_Faction,<->,800,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,MykluhaFreedom,Player,<->,0,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,MykluhaFreedom,MykluhaFreedom,<->,800,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,MykluhaFreedom,Duty,<->,0,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,MykluhaFreedom,Freedom,<->,-800,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Mercenaries_Nord,Player,<->,-800,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Mercenaries_Nord,Duty_IHub,<->,-800,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Mercenaries_Nord,Freedom_IHub,<->,-800,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Mercenaries_Nord,Zombie_CNPP,<->,-800,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Mercenaries_Nord,ZulusBoss_Faction,<->,-800,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Mercenaries_Nord,MykluhaFreedom,<->,-800,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Mercenaries_Nord,Mercenaries_Nord,<->,800,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Mercenaries_Nord,Militaries,<->,-800,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Mercenaries_Nord,Duty,<->,-800,
DLC1,DLCGameData/DLC1/Relations.csv,matrix,Mercenaries_Nord,Freedom,<->,-800,
